place_fips,place_name,full_fips,county_name,% difference
4701640,Ardmore city,47055,Giles County,87.21
5522575,Edgerton city,55105,Rock County,87.15
2980350,Windsor city,29083,Henry County,87.14
5506925,Berlin city,55047,Green Lake County,87.12
4856348,Pearland city,48039,Brazoria County,87.03
1972525,Shenandoah city,19145,Page County,86.96
2125552,Eubank city,21199,Pulaski County,86.93
3979898,Verona village,39135,Preble County,86.88
141968,Leeds city,01073,Jefferson County,86.83
4877620,Westlake town,48439,Tarrant County,86.82
3603001,Attica village,36121,Wyoming County,86.81
854330,Northglenn city,08001,Adams County,86.72
4820020,Deport city,48277,Lamar County,86.65
4834862,Horseshoe Bay city,48299,Llano County,86.62
1933060,Grimes city,19153,Polk County,86.59
4632020,Iroquois city,46077,Kingsbury County,86.55
502470,Ash Flat city,05135,Sharp County,86.53
2816460,Crenshaw town,28107,Panola County,86.46
1765806,Roselle village,17043,DuPage County,86.44
2452825,Millington town,24029,Kent County,86.44
4865600,San Marcos city,48209,Hays County,86.42
4866428,Seagoville city,48113,Dallas County,86.33
3832300,Grandin city,38017,Cass County,86.29
4223304,Ellwood City borough,42073,Lawrence County,86.27
2918658,Dearborn city,29165,Platte County,86.25
3601440,Almond village,36003,Allegany County,86.19
5549675,Marshfield city,55141,Wood County,86.16
1911305,Cascade city,19061,Dubuque County,86.16
2923077,Excelsior Estates village,29177,Ray County,86.15
4164900,Salem city,41047,Marion County,86.15
4875236,Venus town,48251,Johnson County,86.15
3120680,Halsey village,31171,Thomas County,86.13
1955335,Nashua city,19037,Chickasaw County,86.09
2744422,Motley city,27097,Morrison County,86.08
3706500,Blowing Rock town,37189,Watauga County,86.07
3739280,Long View town,37035,Catawba County,86.03
3735760,King city,37169,Stokes County,85.95
4872392,Texas City city,48167,Galveston County,85.87
159472,Phenix City city,01113,Russell County,85.76
1940980,Keota city,19107,Keokuk County,85.56
1611260,Burley city,16031,Cassia County,85.55
3978470,Union city,39113,Montgomery County,85.50
4800160,Abernathy city,48189,Hale County,85.28
5502375,Appleton city,55087,Outagamie County,85.27
4851588,Nixon city,48177,Gonzales County,85.26
1724933,Fairmont City village,17163,St. Clair County,85.24
2646000,Lansing city,26065,Ingham County,85.18
4768560,Silerton town,47069,Hardeman County,85.17
1972390,Sheldon city,19141,O'Brien County,84.95
2013675,Clayton city,20137,Norton County,84.93
4854444,Ovilla city,48139,Ellis County,84.91
1763056,Reddick village,17091,Kankakee County,84.90
4825752,Ferris city,48139,Ellis County,84.87
2615920,Clare city,26035,Clare County,84.86
1725375,Farina village,17051,Fayette County,84.84
3563460,Rio Rancho city,35043,Sandoval County,84.83
1770460,Somonauk village,17037,DeKalb County,84.75
4801000,Abilene city,48441,Taylor County,84.74
1738570,Joliet city,17197,Will County,84.69
3742020,Maxton town,37155,Robeson County,84.68
1715599,Collinsville city,17119,Madison County,84.68
3949840,Middletown city,39017,Butler County,84.54
2063800,Sedgwick city,20079,Harvey County,84.46
3922694,Dublin city,39049,Franklin County,84.45
3735880,Kings Mountain city,37045,Cleveland County,84.41
155440,Notasulga town,01087,Macon County,84.30
1369336,Scotland city,13271,Telfair County,84.29
5517950,Cuba City city,55043,Grant County,84.28
3967356,Rittman city,39169,Wayne County,84.27
5539525,Kiel city,55071,Manitowoc County,84.22
4851492,Niederwald city,48209,Hays County,84.13
3912168,Carlisle village,39165,Warren County,84.04
3735200,Kannapolis city,37025,Cabarrus County,83.98
4830092,Golinda city,48145,Falls County,83.83
1664090,Pocatello city,16005,Bannock County,83.79
3620731,Dolgeville village,36043,Herkimer County,83.69
4858904,Portland city,48409,San Patricio County,83.68
1922980,Durant city,19031,Cedar County,83.63
129944,Glen Allen town,01057,Fayette County,83.61
178264,Vance town,01125,Tuscaloosa County,83.51
4845672,McGregor city,48309,McLennan County,83.49
2161788,Pleasureville city,21103,Henry County,83.48
4001400,Allen town,40123,Pontotoc County,83.48
4748980,Millersville city,47165,Sumner County,83.42
1723074,Elgin city,17089,Kane County,83.42
522660,Fairfield Bay city,05141,Van Buren County,83.37
2756176,Royalton city,27097,Morrison County,83.36
4659020,Sioux Falls city,46099,Minnehaha County,83.33
5459068,Nitro city,54039,Kanawha County,83.26
4831964,Hamlin city,48253,Jones County,83.13
162328,Prattville city,01001,Autauga County,83.12
1676870,Star city,16001,Ada County,83.07
4277272,Trafford borough,42129,Westmoreland County,83.06
2748796,Osakis city,27041,Douglas County,83.03
1730445,Goodfield village,17203,Woodford County,82.96
1814986,Converse town,18103,Miami County,82.95
2650320,Mackinaw City village,26047,Emmet County,82.89
521430,Elm Springs city,05143,Washington County,82.78
2746924,Northfield city,27131,Rice County,82.75
1312932,Canon city,13119,Franklin County,82.69
4223568,Emlenton borough,42121,Venango County,82.68
1779007,Washburn village,17203,Woodford County,82.59
5105912,Belle Haven town,51001,Accomack County,82.57
1749347,Mill Shoals village,17193,White County,82.44
4874216,Uhland city,48209,Hays County,82.34
1721358,Dwight village,17105,Livingston County,82.04
1321688,Danville town,13289,Twiggs County,81.93
1350680,Meigs city,13275,Thomas County,81.88
1750283,Montrose village,17049,Effingham County,81.84
3945066,Loudonville village,39005,Ashland County,81.74
4570270,Summerville town,45035,Dorchester County,81.73
4071000,Stroud city,40081,Lincoln County,81.68
1932160,Granger city,19049,Dallas County,81.64
2734172,Lake City city,27157,Wabasha County,81.58
845970,Longmont city,08013,Boulder County,81.57
5549400,Marion city,55135,Waupaca County,81.52
4065300,Sand Springs city,40143,Tulsa County,81.46
1330956,Fort Oglethorpe city,13047,Catoosa County,81.42
3138130,Palisade village,31087,Hitchcock County,81.30
137000,Huntsville city,01089,Madison County,81.20
4135800,Idanha city,41047,Marion County,81.17
1759709,Pierron village,17005,Bond County,81.04
4069300,Sperry town,40143,Tulsa County,81.02
4816624,Copperas Cove city,48099,Coryell County,80.90
4036700,Hydro town,40015,Caddo County,80.88
3979716,Vermilion city,39093,Lorain County,80.85
812855,Center town,08109,Saguache County,80.80
2756014,Rothsay city,27167,Wilkin County,80.78
1067310,Smyrna town,10001,Kent County,80.78
4809448,Booker town,48295,Lipscomb County,80.61
2955352,Osborn city,29063,DeKalb County,80.55
5565675,Pulaski village,55009,Brown County,80.51
1760287,Plainfield village,17197,Will County,80.42
4056650,Owasso city,40143,Tulsa County,80.34
4854432,Overton city,48401,Rusk County,80.30
5508125,Blanchardville village,55065,Lafayette County,80.27
1744446,London Mills village,17057,Fulton County,80.17
4845324,Mabank town,48257,Kaufman County,79.99
2812740,Centreville town,28157,Wilkinson County,79.90
101660,Altoona town,01055,Etowah County,79.80
5545325,Livingston village,55043,Grant County,79.74
2704798,Bellechester city,27049,Goodhue County,79.72
157576,Oxford city,01015,Calhoun County,79.71
1751232,Moweaqua village,17173,Shelby County,79.64
2756896,St. Cloud city,27145,Stearns County,79.52
1311784,Buford city,13135,Gwinnett County,79.52
5550825,Menasha city,55139,Winnebago County,79.49
1735307,Hinsdale village,17043,DuPage County,79.48
4853436,O'Donnell city,48305,Lynn County,79.44
107912,Boaz city,01095,Marshall County,79.37
501060,Alpena town,05015,Carroll County,79.32
2067625,Spring Hill city,20091,Johnson County,79.29
2614260,Cement City village,26091,Lenawee County,79.26
2905950,Blackburn city,29195,Saline County,79.13
2904150,Belle city,29125,Maries County,79.11
1712164,Centralia city,17121,Marion County,79.10
1382132,West Point city,13285,Troup County,79.09
1775484,Tinley Park village,17031,Cook County,79.09
1757472,Pana city,17021,Christian County,79.04
1746604,Maple Park village,17037,DeKalb County,78.95
1904555,Barnes City city,19123,Mahaska County,78.94
3525170,Española city,35039,Rio Arriba County,78.73
3704510,Beech Mountain town,37189,Watauga County,78.57
4827648,Friendswood city,48167,Galveston County,78.56
2130718,Germantown city,21023,Bracken County,78.55
2180490,Walton city,21015,Boone County,78.53
5315115,Coulee Dam town,53047,Okanogan County,78.52
1700880,Allerton village,17183,Vermilion County,78.46
4755800,Oliver Springs town,47001,Anderson County,78.22
2845720,Mathiston town,28155,Webster County,78.22
4808488,Blackwell city,48353,Nolan County,78.10
5555050,Mukwonago village,55133,Waukesha County,78.06
1347196,Loganville city,13297,Walton County,78.06
1757732,Park Forest village,17031,Cook County,78.04
1310132,Bremen city,13143,Haralson County,78.03
5170096,Saltville town,51173,Smyth County,78.02
2967790,Sikeston city,29201,Scott County,78.00
1828062,Glenwood town,18139,Rush County,77.99
5581075,Turtle Lake village,55005,Barron County,77.92
1767548,Sandwich city,17037,DeKalb County,77.85
1718940,Deer Creek village,17179,Tazewell County,77.85
182992,Winfield city,01093,Marion County,77.83
4101000,Albany city,41043,Linn County,77.73
1709447,Buffalo Grove village,17097,Lake County,77.70
885485,Windsor town,08123,Weld County,77.67
5346020,Milton city,53053,Pierce County,77.59
4849380,Morgan's Point city,48201,Harris County,77.46
4206088,Bethlehem city,42095,Northampton County,77.39
4865180,San Diego city,48131,Duval County,77.38
4527070,Fountain Inn city,45045,Greenville County,77.37
1802458,Ashley town,18033,DeKalb County,77.08
1930945,Gilmore City city,19091,Humboldt County,77.04
1700685,Algonquin village,17111,McHenry County,76.99
145784,Madison city,01089,Madison County,76.96
4822192,Easton city,48183,Gregg County,76.63
4851840,Normangee town,48289,Leon County,76.56
5169936,St. Paul town,51195,Wise County,76.55
2220155,Delcambre town,22113,Vermilion Parish,76.46
533850,Humphrey city,05001,Arkansas County,76.27
4846452,Mansfield city,48439,Tarrant County,76.23
1767613,San Jose village,17125,Mason County,76.20
5589150,Wrightstown village,55009,Brown County,76.09
1911395,Casey city,19077,Guthrie County,75.97
2222255,Duson town,22055,Lafayette Parish,75.94
4864064,Sachse city,48113,Dallas County,75.93
4850820,New Braunfels city,48091,Comal County,75.92
5566150,Randolph village,55027,Dodge County,75.89
1727442,Fox Lake village,17097,Lake County,75.74
1869516,Shirley town,18059,Hancock County,75.51
3738860,Locust city,37167,Stanly County,75.40
2743036,Minneiska city,27157,Wabasha County,75.33
5352495,Pacific city,53033,King County,75.28
3911332,Canal Winchester city,39049,Franklin County,75.24
4842016,Leander city,48491,Williamson County,75.07
1973515,Slater city,19169,Story County,74.98
3742240,Mebane city,37001,Alamance County,74.92
1816336,Cumberland town,18059,Hancock County,74.82
1317776,College Park city,13121,Fulton County,74.82
2639660,Hubbardston village,26067,Ionia County,74.71
2624120,East Lansing city,26065,Ingham County,74.70
4879816,Winnsboro city,48499,Wood County,74.68
4066250,Seiling city,40043,Dewey County,74.67
2937592,Joplin city,29097,Jasper County,74.61
1715235,Coal Valley village,17161,Rock Island County,74.61
3870780,Sarles city,38019,Cavalier County,74.60
4823044,Elgin city,48021,Bastrop County,74.58
4869980,Stamford city,48207,Haskell County,74.50
5519850,De Soto village,55123,Vernon County,74.38
3900464,Adena village,39081,Jefferson County,74.28
2875360,Union town,28101,Newton County,74.23
2646880,Lennon village,26155,Shiawassee County,74.15
5576300,Spring Valley village,55093,Pierce County,74.07
151648,Moundville town,01065,Hale County,74.05
3951058,Mogadore village,39153,Summit County,73.93
4128100,Gaston city,41067,Washington County,73.91
3550300,Mosquero village,35021,Harding County,73.75
482740,Wickenburg town,04013,Maricopa County,73.47
1939405,Janesville city,19017,Bremer County,73.44
4550875,North Charleston city,45019,Charleston County,73.38
4604980,Beresford city,46127,Union County,73.26
2867200,Sherman town,28115,Pontotoc County,73.21
2178672,Upton city,21093,Hardin County,73.21
4920120,Draper city,49035,Salt Lake County,73.18
2037975,Lake Quivira city,20091,Johnson County,73.17
3522380,Edgewood town,35049,Santa Fe County,72.85
2842980,Maben town,28105,Oktibbeha County,72.75
2752522,Princeton city,27095,Mille Lacs County,72.72
2971512,Summersville city,29215,Texas County,72.21
3628640,Geneva city,36069,Ontario County,72.17
2026200,Geuda Springs city,20191,Sumner County,72.05
4859696,Prosper town,48085,Collin County,72.03
2748562,Ormsby city,27165,Watonwan County,71.97
4848936,Monahans city,48475,Ward County,71.91
1923115,Dyersville city,19061,Dubuque County,71.78
3951310,Monroe city,39017,Butler County,71.77
117968,County Line town,01009,Blount County,71.74
2756680,St. Anthony city,27053,Hennepin County,71.61
3910296,Burkettsville village,39107,Mercer County,71.53
4824864,Evant town,48099,Coryell County,71.53
824950,Erie town,08123,Weld County,71.42
4805168,Azle city,48439,Tarrant County,71.30
3946844,Magnolia village,39151,Stark County,71.23
4535890,Irmo town,45079,Richland County,71.21
5540750,Lac La Belle village,55133,Waukesha County,71.08
4766880,Scotts Hill town,47077,Henderson County,71.04
3760505,Seven Devils town,37189,Watauga County,71.00
3954726,New Holland village,39129,Pickaway County,70.98
4047150,Maysville town,40087,McClain County,70.85
1923970,Eddyville city,19179,Wapello County,70.70
1983550,West Bend city,19147,Palo Alto County,70.67
4182350,Willamina city,41071,Yamhill County,70.66
2971440,Sullivan city,29071,Franklin County,70.66
5455468,Montgomery city,54019,Fayette County,70.50
4602180,Arlington city,46077,Kingsbury County,70.43
4056050,Orlando town,40083,Logan County,70.43
4148150,Mill City city,41043,Linn County,70.31
3907426,Bluffton village,39003,Allen County,70.27
4866392,Seabrook city,48071,Chambers County,70.20
2117362,Corbin city,21235,Whitley County,69.95
566080,Springdale city,05143,Washington County,69.84
1803664,Batesville city,18137,Ripley County,69.80
1926355,Fairbank city,19019,Buchanan County,69.77
1375664,Taylorsville town,13015,Bartow County,69.54
3879340,Tower City city,38017,Cass County,69.47
1708264,Brighton village,17117,Macoupin County,69.47
1857258,Otterbein town,18157,Tippecanoe County,69.46
4513330,Charleston city,45019,Charleston County,69.43
2908884,Browning city,29115,Linn County,69.25
4547320,Monetta town,45081,Saluda County,69.24
4512655,Cayce city,45063,Lexington County,69.15
806090,Bennett town,08001,Adams County,69.02
3944086,Lithopolis village,39045,Fairfield County,68.75
5586925,Whitewater city,55127,Walworth County,68.75
4046900,Maud city,40125,Pottawatomie County,68.69
2949196,Monett city,29009,Barry County,68.69
1310104,Braswell town,13223,Paulding County,68.63
2168646,Sardis city,21161,Mason County,68.58
1772520,Steger village,17031,Cook County,68.51
3757500,Rocky Mount city,37127,Nash County,68.42
1379528,Villa Rica city,13045,Carroll County,68.41
4845288,Lytle city,48013,Atascosa County,68.41
5400772,Alderson town,54025,Greenbrier County,68.40
3983342,Westerville city,39049,Franklin County,68.33
2221450,Downsville village,22111,Union Parish,67.99
1749607,Minooka village,17063,Grundy County,67.73
4850200,Mustang Ridge city,48453,Travis County,67.71
4829840,Glenn Heights city,48113,Dallas County,67.61
3975896,Swanton village,39051,Fulton County,67.57
1749308,Millington village,17099,LaSalle County,67.57
1979950,Urbandale city,19153,Polk County,67.48
4803000,Amarillo city,48375,Potter County,67.18
2653920,Milan city,26115,Monroe County,67.04
3148935,Tilden city,31119,Madison County,66.72
1900370,Adair city,19001,Adair County,66.61
5581850,Unity village,55073,Marathon County,66.59
3953970,New Albany city,39049,Franklin County,66.56
3928014,Fostoria city,39147,Seneca County,66.53
3987178,Yorkville village,39013,Belmont County,66.53
2816940,Crowder town,28119,Quitman County,66.36
2453875,Mount Airy town,24013,Carroll County,66.36
808070,Bow Mar town,08005,Arapahoe County,66.28
832650,Green Mountain Falls town,08041,El Paso County,66.19
3981732,Washingtonville village,39029,Columbiana County,66.10
3866260,Reynolds city,38097,Traill County,66.08
4009050,Broken Arrow city,40143,Tulsa County,66.04
4871924,Tatum city,48401,Rusk County,66.02
5555200,Muscoda village,55043,Grant County,65.99
1900190,Ackley city,19083,Hardin County,65.92
3756240,Rhodhiss town,37023,Burke County,65.87
4830464,Grand Prairie city,48113,Dallas County,65.84
465350,Sedona city,04025,Yavapai County,65.77
1986970,Woodward city,19049,Dallas County,65.77
5583975,Watertown city,55055,Jefferson County,65.76
1751622,Naperville city,17043,DuPage County,65.71
1367452,Royston city,13119,Franklin County,65.69
1975810,Stratford city,19079,Hamilton County,65.67
4049900,Mulhall town,40119,Payne County,65.53
2932752,Holt city,29047,Clay County,65.38
2949394,Monroe City city,29137,Monroe County,65.28
3966390,Reynoldsburg city,39049,Franklin County,65.25
3945108,Loveland city,39061,Hamilton County,65.24
1964290,Postville city,19005,Allamakee County,65.21
4006700,Blanchard city,40087,McClain County,65.06
3629630,Gowanda village,36009,Cattaraugus County,65.02
2711008,Chatfield city,27045,Fillmore County,64.71
1886318,Zanesville town,18179,Wells County,64.70
4270352,Shippensburg borough,42041,Cumberland County,64.70
1300660,Adrian city,13167,Johnson County,64.64
4848684,Mineral Wells city,48363,Palo Pinto County,64.27
4805732,Bartlett city,48491,Williamson County,64.26
4803600,Aransas Pass city,48355,Nueces County,64.12
1731165,Grayville city,17193,White County,64.06
1916140,Coppock city,19183,Washington County,64.06
3137910,Oxford village,31065,Furnas County,63.96
1703883,Barrington Hills village,17031,Cook County,63.92
4861796,Richardson city,48113,Dallas County,63.89
3151070,Wakefield city,31051,Dixon County,63.86
5485156,Weirton city,54029,Hancock County,63.78
1867212,St. Paul town,18031,Decatur County,63.59
1719837,Diamond village,17063,Grundy County,63.44
1922305,Dows city,19197,Wright County,63.42
5110072,Brodnax town,51025,Brunswick County,63.23
1332860,Gillsville city,13139,Hall County,63.15
1700672,Alexis village,17187,Warren County,63.10
1709980,Burr Ridge village,17043,DuPage County,63.07
2014200,Clifton city,20201,Washington County,63.03
4827684,Frisco city,48085,Collin County,62.90
4246072,McDonald borough,42125,Washington County,62.80
4770580,Spring Hill city,47119,Maury County,62.66
2940988,Lawson city,29047,Clay County,62.54
1739753,Keyesport village,17005,Bond County,62.51
2726990,Hanover city,27171,Wright County,62.48
1718420,Dallas City city,17067,Hancock County,62.46
1847160,Markle town,18069,Huntington County,62.43
5582900,Viola village,55123,Vernon County,62.40
483790,Winkelman town,04021,Pinal County,62.38
1702414,Arthur village,17041,Douglas County,62.33
3963030,Plain City village,39097,Madison County,62.30
3971080,Scott village,39161,Van Wert County,62.30
183640,Woodstock town,01007,Bibb County,62.04
174688,Tallassee city,01051,Elmore County,62.02
458150,Queen Creek town,04013,Maricopa County,61.88
180256,Waverly town,01017,Chambers County,61.59
1221850,Fanning Springs city,12075,Levy County,61.56
1704013,Bartlett village,17043,DuPage County,61.56
4067850,Skiatook city,40143,Tulsa County,61.52
5461636,Paden City city,54103,Wetzel County,61.36
1741326,Lakemoor village,17111,McHenry County,61.33
1914520,Clive city,19153,Polk County,61.32
1975990,Stuart city,19001,Adair County,61.21
1733357,Harvel village,17135,Montgomery County,61.07
4816216,Combine city,48257,Kaufman County,61.05
2238985,Junction City village,22111,Union Parish,60.94
2838600,Lake town,28101,Newton County,60.86
3761060,Sharpsburg town,37127,Nash County,60.84
804000,Aurora city,08005,Arapahoe County,60.76
4757740,Petersburg town,47103,Lincoln County,60.73
3968560,Roseville village,39127,Perry County,60.67
543880,Mansfield city,05127,Scott County,60.64
839855,Johnstown town,08123,Weld County,60.51
4880560,Yoakum city,48285,Lavaca County,60.39
1772884,Stonefort village,17165,Saline County,60.34
3845740,Lehr city,38051,McIntosh County,60.13
4009150,Bromide town,40069,Johnston County,60.12
1703012,Aurora city,17089,Kane County,60.10
4829660,Gladewater city,48183,Gregg County,60.07
3725980,Gibsonville town,37081,Guilford County,60.05
1712801,Chebanse village,17091,Kankakee County,59.91
4028900,Geary city,40017,Canadian County,59.88
1302928,Arlington city,13037,Calhoun County,59.82
517290,Damascus town,05141,Van Buren County,59.73
3665233,Saranac Lake village,36033,Franklin County,59.63
1047420,Milford city,10005,Sussex County,59.60
2850880,Nettleton city,28095,Monroe County,59.55
4818524,Dalhart city,48111,Dallam County,59.45
4866704,Selma city,48029,Bexar County,59.30
4876228,Waller city,48473,Waller County,59.24
1736750,Huntley village,17111,McHenry County,59.12
3931458,Gratiot village,39089,Licking County,59.08
2745808,New Prague city,27139,Scott County,59.06
1732746,Hanover Park village,17043,DuPage County,59.02
3921602,Delphos city,39003,Allen County,59.02
1910765,Carlisle city,19153,Polk County,58.96
3985834,Wilson village,39111,Monroe County,58.92
2073950,Vining city,20201,Washington County,58.63
1354572,Nelson city,13057,Cherokee County,58.57
1304980,Baldwin city,13137,Habersham County,58.37
3908084,Bradford village,39109,Miami County,58.29
4055000,Oklahoma City city,40109,Oklahoma County,57.86
4617620,Eagle Butte city,46137,Ziebach County,57.84
3950134,Milan village,39043,Erie County,57.79
4780200,White House city,47147,Robertson County,57.75
2922312,Emma city,29107,Lafayette County,57.74
3903744,Baltic village,39157,Tuscarawas County,57.34
804935,Basalt town,08037,Eagle County,57.23
2637860,Hesperia village,26127,Oceana County,57.12
5556925,New London city,55135,Waupaca County,57.07
4530985,Greer city,45045,Greenville County,56.98
1752142,New Baden village,17027,Clinton County,56.85
1971940,Shannon City city,19175,Union County,56.67
2661760,Otter Lake village,26087,Lapeer County,56.46
5568275,River Falls city,55093,Pierce County,56.34
2031400,Herington city,20127,Morris County,56.33
2062025,Sabetha city,20131,Nemaha County,56.20
3967118,Ridgeway village,39091,Logan County,56.18
4012650,Cashion town,40073,Kingfisher County,56.10
4025000,Fair Oaks town,40131,Rogers County,55.79
5629825,Frannie town,56003,Big Horn County,55.76
1710292,Cabery village,17053,Ford County,55.67
135896,Hoover city,01073,Jefferson County,55.62
1928380,Forest City city,19189,Winnebago County,55.57
1301948,Alto town,13011,Banks County,55.44
3886580,Wilton city,38055,McLean County,55.37
1703844,Barrington village,17031,Cook County,55.35
569230,Tillar city,05043,Drew County,55.35
2652960,Memphis city,26099,Macomb County,55.33
2751136,Pine Island city,27049,Goodhue County,55.19
1305708,Barwick city,13027,Brooks County,55.08
1351408,Milan city,13271,Telfair County,55.02
2464500,Queen Anne town,24035,Queen Anne's County,54.99
1707640,Braceville village,17197,Will County,54.85
806255,Berthoud town,08069,Larimer County,54.82
5140536,Jarratt town,51183,Sussex County,54.62
1737894,Island Lake village,17111,McHenry County,54.61
4729920,Goodlettsville city,47165,Sumner County,54.60
1983910,West Des Moines city,19153,Polk County,54.52
2909694,Bunker city,29065,Dent County,54.48
1757498,Panama village,17135,Montgomery County,54.44
1761216,Port Barrington village,17097,Lake County,54.43
4054050,Okarche town,40017,Canadian County,54.22
1375328,Tallulah Falls town,13137,Habersham County,54.20
1849716,Milltown town,18025,Crawford County,54.19
1981840,Walford city,19113,Linn County,54.08
2962894,Rogersville city,29077,Greene County,54.04
2971008,Stoutland city,29029,Camden County,53.72
1778721,Wamac city,17189,Washington County,53.70
2613820,Casnovia village,26081,Kent County,53.64
5516150,Colby city,55073,Marathon County,53.46
4042860,Liberty town,40143,Tulsa County,53.45
2802700,Baldwyn city,28081,Lee County,53.33
1972300,Shelby city,19165,Shelby County,53.32
513450,Cherokee Village city,05135,Sharp County,53.32
1750218,Montgomery village,17089,Kane County,53.29
1906490,Bevington city,19121,Madison County,53.28
1768640,Seneca village,17099,LaSalle County,53.21
1885076,Wolcottville town,18113,Noble County,53.14
2925120,Foristell city,29219,Warren County,53.12
1730120,Godley village,17197,Will County,53.12
5307380,Bothell city,53033,King County,53.11
4861508,Reklaw city,48401,Rusk County,53.11
2762446,Staples city,27159,Wadena County,53.02
1702882,Atwood village,17147,Piatt County,52.97
4277808,Tunnelhill borough,42013,Blair County,52.94
3773160,Whitakers town,37127,Nash County,52.93
2718134,Eden Valley city,27093,Meeker County,52.90
1364792,Rest Haven town,13139,Hall County,52.84
2816620,Crosby town,28005,Amite County,52.82
1712476,Channahon village,17197,Will County,52.75
3916056,Clifton village,39057,Greene County,52.63
1745642,Macedonia village,17065,Hamilton County,52.58
4276304,Telford borough,42017,Bucks County,52.54
2638640,Holland city,26139,Ottawa County,52.43
1350484,Maysville town,13157,Jackson County,52.30
1779397,Wayne village,17043,DuPage County,52.26
4870604,Streetman town,48161,Freestone County,52.21
1966585,Riceville city,19089,Howard County,52.14
4755120,Oak Ridge city,47001,Anderson County,52.02
2049100,Mulvane city,20191,Sumner County,51.95
5584425,Waupun city,55027,Dodge County,51.90
3963800,Plymouth village,39077,Huron County,51.78
1241150,Longboat Key town,12081,Manatee County,51.72
1924060,Edgewood city,19055,Delaware County,51.61
2658980,Northville city,26163,Wayne County,51.43
2477200,Templeville town,24035,Queen Anne's County,51.32
3905228,Bellevue city,39077,Huron County,51.29
3950834,Minerva village,39151,Stark County,51.28
3621523,Earlville village,36017,Chenango County,51.26
1742587,Lee village,17103,Lee County,51.26
5500100,Abbotsford city,55073,Marathon County,51.14
2731760,Jasper city,27133,Rock County,51.12
3916700,College Corner village,39135,Preble County,51.09
4801108,Ackerly city,48317,Martin County,50.85
4579450,Yemassee town,45013,Beaufort County,50.76
3932256,Green Springs village,39147,Seneca County,50.66
1820404,Edinburgh town,18081,Johnson County,50.53
5510075,Brooklyn village,55045,Green County,50.41
4739140,Kenton town,47053,Gibson County,50.28
4071900,Sweetwater town,40009,Beckham County,50.15
2938000,Kansas City city,29095,Jackson County,49.24
4817648,Cresson city,48221,Hood County,48.37
5588150,Wisconsin Dells city,55021,Columbia County,44.55
1310076,Braselton town,13157,Jackson County,40.44
0883835,Westminster city,08059,Jefferson County,49.94
0883835,Westminster city,08001,Adams County,50.06
1359556,Pavo city,13027,Brooks County,49.75
1359556,Pavo city,13275,Thomas County,50.25
1727858,Freeman Spur village,17199,Williamson County,49.06
1727858,Freeman Spur village,17055,Franklin County,50.94
1947370,Lu Verne city,19109,Kossuth County,49.23
1947370,Lu Verne city,19091,Humboldt County,50.77
2910828,Cameron city,29025,Caldwell County,04.86
2910828,Cameron city,29049,Clinton County,48.11
2910828,Cameron city,29063,DeKalb County,47.03
2927064,Gilman City city,29061,Daviess County,49.41
2927064,Gilman City city,29081,Harrison County,50.59
4748920,Milledgeville town,47071,Hardin County,29.82
4748920,Milledgeville town,47023,Chester County,40.25
4748920,Milledgeville town,47109,McNairy County,29.93
4749740,Monteagle town,47051,Franklin County,20.65
4749740,Monteagle town,47061,Grundy County,43.56
4749740,Monteagle town,47115,Marion County,35.79
1301500,Allentown city,13319,Wilkinson County,36.27
1965505,Ralston city,19027,Carroll County,50.46
2725280,Granite Falls city,27173,Yellow Medicine County,50.43
2870320,State Line town,28153,Wayne County,50.45
3620346,Deposit village,36007,Broome County,50.99
3651000,New York city,36081,Queens County,38.41
3664199,Rushville village,36123,Yates County,50.16
4631940,Irene city,46125,Turner County,42.17
4813024,Carrollton city,48113,Dallas County,51.87
4838476,Katy city,48201,Harris County,35.2